date,day_of_week,shift,weekend,expected_orders,expected_sales,required_chefs,required_servers,estimated_labor_budget
2023-07-13,Thursday,Dinner,False,73,1527.41,4,4.0,1255.69
2023-07-14,Friday,Lunch,False,79,1445.41,4,3.0,695.18
2023-07-14,Friday,Dinner,False,156,2793.97,5,7.0,1750.46
2023-07-15,Saturday,Lunch,True,112,2213.68,4,4.0,837.13
2023-07-15,Saturday,Dinner,True,173,3146.1,5,8.0,1865.38
2023-07-16,Sunday,Lunch,True,52,937.55,2,2.0,483.9
2023-07-16,Sunday,Dinner,True,95,1622.23,4,6.0,1485.54
2023-07-17,Monday,Lunch,False,35,566.75,1,2.0,318.56
2023-07-17,Monday,Dinner,False,57,956.54,3,4.0,1105.69
2023-07-18,Tuesday,Lunch,False,42,767.31,1,2.0,318.56
2023-07-18,Tuesday,Dinner,False,76,1093.69,4,4.0,1255.69
2023-07-19,Wednesday,Lunch,False,43,738.63,2,2.0,418.56
2023-07-19,Wednesday,Dinner,False,83,1378.21,4,4.0,1255.69
2023-07-20,Thursday,Lunch,False,54,1043.51,2,2.0,418.56
2023-07-20,Thursday,Dinner,False,113,2031.51,5,5.0,1520.62
2023-07-21,Friday,Lunch,False,71,,3,3.0,595.18
2023-07-21,Friday,Dinner,False,116,1972.86,5,6.0,1635.54
2023-07-22,Saturday,Lunch,True,95,1947.97,4,4.0,837.13
2023-07-22,Saturday,Dinner,True,121,2098.31,5,7.0,1750.46
2023-07-23,Sunday,Lunch,True,57,1043.62,2,3.0,560.51
2023-07-23,Sunday,Dinner,True,90,1653.18,4,6.0,1485.54
2023-07-24,Monday,Lunch,False,43,968.06,2,2.0,418.56
2023-07-24,Monday,Dinner,False,62,1174.61,3,4.0,1105.69
2023-07-25,Tuesday,Lunch,False,40,597.03,1,2.0,318.56
2023-07-25,Tuesday,Dinner,False,95,1684.89,4,5.0,1370.62
2023-07-26,Wednesday,Lunch,False,58,1266.35,2,3.0,495.18
2023-07-26,Wednesday,Dinner,False,96,1680.14,4,5.0,1370.62
2023-07-27,Thursday,Lunch,False,55,913.34,2,2.0,418.56
2023-07-27,Thursday,Dinner,False,116,1960.96,5,6.0,1635.54
2023-07-28,Friday,Lunch,False,82,1542.77,4,3.0,695.18
2023-07-28,Friday,Dinner,False,129,2198.24,5,6.0,1635.54
2023-07-29,Saturday,Lunch,True,73,1030.76,2,3.0,560.51
2023-07-29,Saturday,Dinner,True,111,2146.67,5,6.0,1635.54
2023-07-30,Sunday,Lunch,True,78,1534.8,4,3.0,760.51
2023-07-30,Sunday,Dinner,True,91,1446.29,4,6.0,1485.54
2023-07-31,Monday,Lunch,False,38,652.2,1,2.0,318.56
2023-07-31,Monday,Dinner,False,81,1653.39,4,4.0,1255.69
2023-08-01,Tuesday,Lunch,False,43,724.27,2,2.0,418.56
2023-08-01,Tuesday,Dinner,False,82,1658.82,4,4.0,1255.69
2023-08-02,Wednesday,Lunch,False,34,643.66,1,2.0,318.56
2023-08-02,Wednesday,Dinner,False,75,1695.22,4,4.0,1255.69
2023-08-03,Thursday,Lunch,False,39,699.9,1,2.0,318.56
2023-08-03,Thursday,Dinner,False,72,1111.88,4,4.0,1255.69
2023-08-04,Friday,Lunch,False,73,981.19,2,3.0,495.18
2023-08-04,Friday,Dinner,False,103,1729.11,5,5.0,1520.62
2023-08-05,Saturday,Lunch,True,54,1129.8,2,2.0,483.9
2023-08-05,Saturday,Dinner,True,141,2529.95,5,7.0,1750.46
2023-08-06,Sunday,Lunch,True,52,1013.01,2,2.0,483.9
2023-08-06,Sunday,Dinner,True,93,1572.57,4,6.0,1485.54
2023-08-07,Monday,Lunch,False,40,685.6,1,2.0,318.56
2023-08-07,Monday,Dinner,False,51,947.99,3,3.0,990.77
2023-08-08,Tuesday,Lunch,False,23,382.79,1,1.0,241.95
2023-08-08,Tuesday,Dinner,False,56,1169.51,3,,1105.69
2023-08-09,Wednesday,Lunch,False,48,800.28,2,2.0,418.56
2023-08-09,Wednesday,Dinner,False,78,1614.25,4,4.0,1255.69
2023-08-10,Thursday,Lunch,False,58,952.76,2,3.0,495.18
2023-08-10,Thursday,Dinner,False,108,1990.45,5,5.0,1520.62
2023-08-11,Friday,Lunch,False,76,1462.95,4,3.0,695.18
2023-08-11,Friday,Dinner,False,135,2498.04,5,6.0,1635.54
2023-08-12,Saturday,Lunch,True,79,1377.22,4,3.0,760.51
2023-08-12,Saturday,Dinner,True,133,2578.09,5,7.0,1750.46
2023-08-13,Sunday,Lunch,True,55,1183.9,2,2.0,483.9
2023-08-13,Sunday,Dinner,True,112,2055.14,5,6.0,1635.54
2023-08-14,Monday,Lunch,False,30,409.98,1,1.0,241.95
2023-08-14,Monday,Dinner,False,57,901.58,3,4.0,1105.69
2023-08-15,Tuesday,Lunch,False,37,635.87,1,2.0,318.56
2023-08-15,Tuesday,Dinner,False,49,1029.18,3,3.0,990.77
2023-08-16,Wednesday,Lunch,False,51,899.52,2,2.0,418.56
2023-08-16,Wednesday,Dinner,False,62,873.82,3,4.0,1105.69
2023-08-17,Thursday,Lunch,False,38,722.27,1,2.0,318.56
2023-08-17,Thursday,Dinner,False,95,,4,5.0,1370.62
2023-08-18,Friday,Lunch,False,71,1358.43,3,3.0,595.18
2023-08-18,Friday,Dinner,False,153,3156.91,5,7.0,1750.46
2023-08-19,Saturday,Lunch,True,66,1215.15,2,3.0,560.51
2023-08-19,Saturday,Dinner,True,120,2254.84,5,7.0,1750.46
2023-08-20,Sunday,Lunch,True,50,821.28,2,2.0,483.9
2023-08-20,Sunday,Dinner,True,98,1802.23,4,6.0,1485.54
2023-08-21,Monday,Lunch,False,37,616.45,1,2.0,318.56
2023-08-21,Monday,Dinner,False,77,1510.12,4,4.0,1255.69
2023-08-22,Tuesday,Lunch,False,40,866.32,1,2.0,318.56
2023-08-22,Tuesday,Dinner,False,47,995.2,3,3.0,990.77
2023-08-23,Wednesday,Lunch,False,45,781.0,2,2.0,418.56
2023-08-23,Wednesday,Dinner,False,102,1941.43,5,5.0,1520.62
2023-08-24,Thursday,Lunch,False,48,994.95,2,2.0,418.56
2023-08-24,Thursday,Dinner,False,87,1833.74,4,5.0,1370.62
2023-08-25,Friday,Lunch,False,85,1654.82,4,3.0,695.18
2023-08-25,Friday,Dinner,False,133,2419.74,5,6.0,1635.54
2023-08-26,Saturday,Lunch,True,86,1791.58,4,4.0,837.13
2023-08-26,Saturday,Dinner,True,189,3249.09,5,8.0,1865.38
2023-08-27,Sunday,Lunch,True,56,920.95,2,3.0,560.51
2023-08-27,Sunday,Dinner,True,88,1782.72,4,6.0,1485.54
2023-08-28,Monday,Lunch,False,35,747.87,1,2.0,318.56
2023-08-28,Monday,Dinner,False,82,1441.42,4,4.0,1255.69
2023-08-29,Tuesday,Lunch,False,33,494.64,1,2.0,318.56
2023-08-29,Tuesday,Dinner,False,57,1102.91,3,4.0,1105.69
2023-08-30,Wednesday,Lunch,False,32,765.44,1,2.0,318.56
2023-08-30,Wednesday,Dinner,False,77,1452.87,4,4.0,1255.69
2023-08-31,Thursday,Lunch,False,61,1141.06,2,3.0,495.18
2023-08-31,Thursday,Dinner,False,75,1224.12,4,4.0,1255.69
2023-09-01,Friday,Lunch,False,64,1318.57,2,3.0,495.18
2023-09-01,Friday,Dinner,False,102,1703.7,4,5.0,1370.62
2023-09-02,Saturday,Lunch,True,47,990.6,2,2.0,483.9
2023-09-02,Saturday,Dinner,True,107,2131.83,5,6.0,1635.54
2023-09-03,Sunday,Lunch,True,44,702.48,2,2.0,483.9
2023-09-03,Sunday,Dinner,True,72,1331.69,4,5.0,1370.62
2023-09-04,Monday,Lunch,False,35,576.46,1,2.0,318.56
2023-09-04,Monday,Dinner,False,63,1422.17,3,4.0,1105.69
2023-09-05,Tuesday,Lunch,False,52,912.63,2,2.0,418.56
2023-09-05,Tuesday,Dinner,False,85,1435.79,4,4.0,1255.69
2023-09-06,Wednesday,Lunch,False,46,725.93,2,2.0,418.56
2023-09-06,Wednesday,Dinner,False,79,1380.11,4,4.0,1255.69
2023-09-07,Thursday,Lunch,False,45,798.24,2,2.0,418.56
2023-09-07,Thursday,Dinner,False,75,1407.02,4,4.0,1255.69
2023-09-08,Friday,Lunch,False,52,1105.82,2,2.0,418.56
2023-09-08,Friday,Dinner,False,94,1601.55,4,5.0,1370.62
2023-09-09,Saturday,Lunch,True,68,1432.35,3,3.0,660.51
2023-09-09,Saturday,Dinner,True,134,2659.04,5,7.0,1750.46
2023-09-10,Sunday,Lunch,yes,34,636.67,1,2.0,383.9
2023-09-10,Sunday,Dinner,True,71,1423.95,4,5.0,1370.62
2023-09-11,Monday,Lunch,False,27,648.16,1,1.0,241.95
2023-09-11,Monday,Dinner,False,46,831.98,3,3.0,990.77
2023-09-12,Tuesday,Lunch,False,31,641.06,1,2.0,318.56
2023-09-12,Tuesday,Dinner,False,77,1354.19,4,4.0,1255.69
2023-09-13,Wednesday,Lunch,False,29,424.27,1,1.0,241.95
2023-09-13,Wednesday,Dinner,False,69,1421.11,3,4.0,1105.69
2023-09-14,Thursday,Lunch,False,50,813.7,2,2.0,418.56
2023-09-14,Thursday,Dinner,False,72,1281.07,4,4.0,1255.69
2023-09-15,Friday,Lunch,False,58,1212.95,2,3.0,495.18
2023-09-15,Friday,Dinner,False,129,2229.9,5,6.0,1635.54
2023-09-16,Saturday,Lunch,True,56,1030.64,2,3.0,560.51
2023-09-16,Saturday,Dinner,True,91,1745.19,4,6.0,1485.54
2023-09-17,Sunday,Lunch,True,42,668.46,1,2.0,383.9
2023-09-17,Sunday,Dinner,True,65,1107.56,3,5.0,1220.62
2023-09-18,Monday,Lunch,False,43,864.38,2,2.0,418.56
2023-09-18,Monday,Dinner,False,57,1021.19,3,4.0,1105.69
2023-09-19,Tuesday,Lunch,False,50,1285.01,2,2.0,418.56
2023-09-19,Tuesday,Dinner,False,68,1255.66,3,4.0,1105.69
2023-09-20,Wednesday,Lunch,yes,40,642.67,1,2.0,318.56
2023-09-20,Wednesday,Dinner,False,62,916.11,3,4.0,1105.69
2023-09-21,Thursday,Lunch,False,69,1100.82,2,3.0,495.18
2023-09-21,Thursday,Dinner,False,120,2484.21,5,6.0,1635.54
2023-09-22,Friday,Lunch,False,54,1022.45,2,2.0,418.56
2023-09-22,Friday,Dinner,True,80,1594.13,4,4.0,1255.69
2023-09-23,Saturday,Lunch,True,80,1352.76,4,3.0,760.51
2023-09-23,Saturday,Dinner,True,113,2157.04,5,6.0,1635.54
2023-09-24,Sunday,Lunch,True,53,1186.83,2,2.0,483.9
2023-09-24,Sunday,Dinner,True,86,1634.62,4,6.0,1485.54
2023-09-25,Monday,Lunch,False,36,646.94,1,2.0,318.56
2023-09-25,Monday,Dinner,False,67,988.01,3,4.0,1105.69
2023-09-26,Tuesday,dinner,False,42,786.25,1,2.0,318.56
2023-09-26,Tuesday,Dinner,False,82,1627.03,4,4.0,1255.69
2023-09-27,Wednesday,Lunch,False,38,871.3,1,2.0,318.56
2023-09-27,Wednesday,Dinner,False,85,1581.28,4,4.0,1255.69
2023-09-28,Thursday,Lunch,False,39,932.85,1,2.0,318.56
2023-09-28,Thursday,Dinner,False,80,1403.74,4,4.0,1255.69
2023-09-29,Friday,Lunch,False,61,1007.74,2,3.0,495.18
2023-09-29,Friday,Dinner,False,139,2534.46,5,6.0,1635.54
2023-09-30,Saturday,Lunch,True,60,,2,3.0,560.51
2023-09-30,Saturday,Dinner,True,122,2393.59,5,7.0,1750.46
2023-10-01,Sunday,Lunch,True,52,797.56,2,2.0,483.9
2023-10-01,Sunday,Dinner,True,74,1405.3,4,5.0,1370.62
2023-10-02,Monday,Lunch,False,24,546.79,1,1.0,241.95
2023-10-02,Monday,Dinner,False,67,1065.5,3,4.0,1105.69
2023-10-03,Tuesday,Lunch,False,42,720.45,1,2.0,318.56
2023-10-03,Tuesday,Dinner,False,89,1826.63,4,5.0,1370.62
2023-10-04,Wednesday,Lunch,False,47,971.53,2,2.0,418.56
2023-10-04,Wednesday,Dinner,False,66,1377.42,3,4.0,1105.69
2023-10-05,Thursday,Lunch,False,34,512.0,1,2.0,318.56
2023-10-05,Thursday,Dinner,False,61,1346.74,3,4.0,1105.69
2023-10-06,Friday,Lunch,False,47,913.98,2,2.0,418.56
2023-10-06,Friday,Dinner,False,91,1504.93,4,5.0,1370.62
2023-10-07,Saturday,Lunch,True,59,969.55,2,3.0,560.51
2023-10-07,Saturday,Dinner,True,117,1850.0,5,7.0,1750.46
2023-10-08,Sunday,Lunch,True,53,834.97,2,2.0,483.9
2023-10-08,Sunday,Dinner,True,92,1378.8,4,6.0,1485.54
2023-10-09,Monday,Lunch,False,19,423.07,1,1.0,241.95
2023-10-09,Monday,Dinner,False,52,1173.12,3,3.0,990.77
2023-10-10,Tuesday,Lunch,False,37,570.29,1,2.0,318.56
2023-10-10,Tuesday,Dinner,False,74,1289.68,4,4.0,1255.69
2023-10-11,Wednesday,Lunch,False,38,689.99,1,2.0,318.56
2023-10-11,Wednesday,Dinner,False,78,1638.58,4,4.0,1255.69
2023-10-12,Thursday,Lunch,False,44,855.16,2,2.0,418.56
2023-10-12,Thursday,Dinner,False,72,1391.36,4,4.0,1255.69
2023-10-13,Friday,Lunch,False,51,1100.4,2,2.0,418.56
2023-10-13,Friday,Dinner,False,126,2526.14,5,6.0,1635.54
2023-10-14,Saturday,Lunch,True,56,1095.48,2,3.0,560.51
2023-10-14,Saturday,Dinner,True,107,1921.06,5,6.0,1635.54
2023-10-15,Sunday,Lunch,True,46,699.24,2,2.0,483.9
2023-10-15,Sunday,Dinner,True,91,1870.0,4,6.0,1485.54
2023-10-16,Monday,Lunch,False,15,335.7,1,1.0,241.95
2023-10-16,Monday,Dinner,False,67,1262.0,3,4.0,1105.69
2023-10-17,Tuesday,Lunch,False,24,343.71,1,1.0,241.95
2023-10-17,Tuesday,Dinner,False,39,819.11,3,3.0,990.77
2023-10-18,Wednesday,Lunch,False,48,892.82,2,2.0,418.56
2023-10-18,Wednesday,Dinner,False,83,1488.84,4,4.0,1255.69
2023-10-19,Thursday,Lunch,False,41,536.58,1,2.0,318.56
2023-10-19,Thursday,Dinner,False,72,1387.77,4,4.0,1255.69
2023-10-20,Friday,Lunch,False,43,688.46,2,2.0,418.56
2023-10-20,Friday,Dinner,False,99,2081.37,5,5.0,1520.62
2023-10-21,Saturday,Lunch,True,59,1282.58,2,3.0,560.51
2023-10-21,Saturday,Dinner,True,116,2293.05,5,7.0,1750.46
2023-10-22,Sunday,Lunch,True,52,915.54,2,2.0,483.9
2023-10-22,Sunday,Dinner,True,75,1383.35,4,5.0,1370.62
2023-10-23,Monday,Lunch,False,41,854.84,1,2.0,318.56
2023-10-23,Monday,Dinner,False,66,1184.86,3,4.0,1105.69
2023-10-24,Tuesday,Lunch,False,25,640.34,1,1.0,241.95
2023-10-24,Tuesday,Dinner,False,65,1336.6,3,4.0,1105.69
2023-10-25,Wednesday,Lunch,False,39,729.15,1,2.0,318.56
2023-10-25,Wednesday,Dinner,False,83,1398.56,4,4.0,1255.69
2023-10-26,Thursday,Lunch,False,25,469.96,1,1.0,241.95
2023-10-26,Thursday,Dinner,False,47,946.17,3,3.0,990.77
2023-10-27,Friday,Lunch,False,89,1474.24,4,4.0,771.79
2023-10-27,Friday,Dinner,False,136,2534.41,5,6.0,1635.54
2023-10-28,Saturday,Lunch,True,57,1187.29,2,3.0,560.51
2023-10-28,Saturday,Dinner,True,135,2213.38,5,7.0,1750.46
2023-10-29,Sunday,Lunch,True,49,937.33,2,2.0,483.9
2023-10-29,Sunday,Dinner,True,77,1734.83,4,5.0,1370.62
2023-10-30,Monday,Lunch,1,34,702.92,1,2.0,318.56
2023-10-30,Monday,Dinner,False,57,1118.26,3,4.0,1105.69
2023-10-31,Tuesday,Lunch,False,51,1038.38,2,2.0,418.56
2023-10-31,Tuesday,Dinner,False,55,1128.82,3,3.0,990.77
2023-11-01,Wednesday,Lunch,False,50,1042.49,2,2.0,418.56
2023-11-01,Wednesday,Dinner,False,71,1433.41,4,4.0,1255.69
2023-11-02,Thursday,Lunch,False,27,606.65,1,1.0,241.95
2023-11-02,Thursday,Dinner,False,44,802.11,3,3.0,990.77
2023-11-03,Friday,Lunch,False,82,1505.18,4,3.0,695.18
2023-11-03,Friday,Dinner,False,105,2341.05,5,5.0,1520.62
2023-11-04,Saturday,Lunch,True,70,1337.33,3,3.0,660.51
2023-11-04,Saturday,Dinner,True,148,3568.91,5,8.0,1865.38
2023-11-05,Sunday,Lunch,True,47,844.64,2,2.0,483.9
2023-11-05,Sunday,Dinner,True,97,1856.29,4,6.0,1485.54
2023-11-06,Monday,Lunch,False,31,421.85,1,2.0,318.56
2023-11-06,Monday,Dinner,False,56,797.24,3,4.0,1105.69
2023-11-07,Tuesday,Lunch,False,40,770.69,1,2.0,318.56
2023-11-07,Tuesday,Dinner,False,55,1086.96,3,3.0,990.77
2023-11-08,Wednesday,Lunch,False,33,749.38,1,2.0,318.56
2023-11-08,Wednesday,Dinner,False,94,1648.19,4,5.0,1370.62
2023-11-09,Thursday,Lunch,False,32,624.19,1,2.0,318.56
2023-11-09,Thursday,Dinner,False,71,1240.53,4,4.0,1255.69
2023-11-10,Friday,Lunch,False,82,1700.67,4,3.0,695.18
2023-11-10,Friday,Dinner,False,141,3276.41,5,6.0,1635.54
2023-11-11,Saturday,Lunch,True,71,1441.65,3,3.0,660.51
2023-11-11,Saturday,Dinner,True,124,2403.54,5,7.0,1750.46
2023-11-12,Sunday,Lunch,True,66,1129.13,2,3.0,560.51
2023-11-12,Sunday,Dinner,True,90,1529.7,4,6.0,1485.54
2023-11-13,Monday,Lunch,False,29,508.66,1,1.0,241.95
2023-11-13,Monday,Dinner,False,55,987.97,3,3.0,990.77
2023-11-14,Tuesday,Lunch,False,49,938.0,2,2.0,418.56
2023-11-14,Tuesday,Dinner,False,66,1124.63,3,4.0,1105.69
2023-11-15,Wednesday,Lunch,False,57,1334.62,2,3.0,495.18
2023-11-15,Wednesday,Dinner,False,72,1542.0,4,4.0,1255.69
2023-11-16,Thursday,Lunch,False,38,735.58,1,2.0,318.56
2023-11-16,Thursday,Dinner,False,81,1579.48,4,4.0,1255.69
2023-11-17,Friday,Lunch,False,67,1151.01,2,3.0,495.18
2023-11-17,Friday,Dinner,False,-1,1748.66,4,5.0,1370.62
2023-11-18,Saturday,Lunch,True,49,881.39,2,2.0,483.9
2023-11-18,Saturday,Dinner,True,115,2073.86,5,6.0,1635.54
2023-11-19,Sunday,Lunch,True,43,730.24,2,2.0,483.9
2023-11-19,Sunday,Dinner,True,88,1682.07,4,6.0,1485.54
2023-11-20,Monday,Lunch,False,29,617.61,1,1.0,241.95
2023-11-20,Monday,Dinner,False,50,1001.39,3,3.0,990.77
2023-11-21,Tuesday,Lunch,False,38,806.49,1,2.0,318.56
2023-11-21,Tuesday,Dinner,False,71,1038.42,4,4.0,1255.69
2023-11-22,Wednesday,Lunch,False,33,521.77,1,2.0,318.56
2023-11-22,Wednesday,Dinner,False,73,1668.89,4,4.0,1255.69
2023-11-23,Thursday,Lunch,False,39,784.28,1,2.0,318.56
2023-11-23,Thursday,Dinner,False,86,1595.03,4,5.0,1370.62
2023-11-24,Friday,Lunch,False,57,1204.14,2,3.0,495.18
2023-11-24,Friday,Dinner,False,94,1806.67,4,5.0,1370.62
2023-11-25,Saturday,Lunch,True,81,1354.2,4,3.0,760.51
2023-11-25,Saturday,Dinner,True,110,2320.64,5,6.0,1635.54
2023-11-26,Sunday,Lunch,True,51,1071.53,2,2.0,483.9
2023-11-26,Sunday,Dinner,True,100,1778.65,4,6.0,1485.54
2023-11-27,Monday,Lunch,False,44,774.65,2,2.0,418.56
2023-11-27,Monday,Dinner,False,66,1262.42,3,4.0,1105.69
2023-11-28,Tuesday,Lunch,False,38,682.2,1,2.0,318.56
2023-11-28,Tuesday,Dinner,False,70,1222.4,3,4.0,1105.69
2023-11-29,Wednesday,Lunch,False,43,806.84,2,2.0,418.56
2023-11-29,Wednesday,Dinner,False,67,1274.39,3,4.0,1105.69
2023-11-30,Thursday,Lunch,False,53,770.61,2,2.0,418.56
2023-11-30,Thursday,Dinner,False,84,1585.63,4,4.0,1255.69
2023-12-01,Friday,Lunch,False,75,1473.3,3,3.0,595.18
2023-12-01,Friday,Dinner,False,126,2357.75,5,6.0,1635.54
2023-12-02,Saturday,Lunch,True,67,1590.37,3,3.0,660.51
2023-12-02,Saturday,Dinner,True,93,2107.36,4,6.0,1485.54
2023-12-03,Sunday,Lunch,True,50,1186.33,2,2.0,483.9
2023-12-03,Sunday,Dinner,True,91,1626.3,4,6.0,1485.54
2023-12-04,Monday,Lunch,False,34,686.14,1,2.0,318.56
2023-12-04,Monday,Dinner,False,95,2107.16,5,5.0,1520.62
2023-12-05,Tuesday,Lunch,False,45,848.63,2,2.0,418.56
2023-12-05,Tuesday,Dinner,False,70,1117.01,3,4.0,1105.69
2023-12-06,Wednesday,Lunch,False,70,1311.05,3,3.0,595.18
2023-12-06,Wednesday,Dinner,False,98,1800.39,4,5.0,1370.62
2023-12-07,Thursday,Lunch,False,38,656.69,1,2.0,318.56
2023-12-07,Thursday,Dinner,False,110,1914.09,5,5.0,1520.62
2023-12-08,Friday,Lunch,False,69,1464.18,3,3.0,595.18
2023-12-08,Friday,Dinner,False,112,1862.7,5,5.0,1520.62
2023-12-09,Saturday,Lunch,True,83,1627.83,4,3.0,760.51
2023-12-09,Saturday,Dinner,True,184,3307.8,5,8.0,1865.38
2023-12-10,Sunday,Lunch,True,59,911.09,2,3.0,560.51
2023-12-10,Sunday,Dinner,True,81,1449.05,4,5.0,1370.62
2023-12-11,Monday,Lunch,False,49,859.27,2,2.0,418.56
2023-12-11,Monday,Dinner,False,79,1282.19,4,4.0,1255.69
2023-12-12,Tuesday,Lunch,False,40,671.96,1,2.0,318.56
2023-12-12,Tuesday,Dinner,False,94,1658.18,4,5.0,1370.62
2023-12-13,Wednesday,Lunch,False,45,709.15,2,2.0,418.56
2023-12-13,Wednesday,Dinner,False,94,1733.97,4,5.0,1370.62
2023-12-14,Thursday,Lunch,False,74,1237.19,3,3.0,595.18
2023-12-14,Thursday,Dinner,False,92,1957.48,4,5.0,1370.62
2023-12-15,Friday,Lunch,False,74,1524.63,3,3.0,595.18
2023-12-15,Friday,Dinner,False,95,1638.84,4,5.0,1370.62
2023-12-16,Saturday,Lunch,True,67,1237.72,2,3.0,560.51
2023-12-16,Saturday,Dinner,True,150,2928.0,5,8.0,1865.38
2023-12-17,Sunday,Lunch,True,53,721.43,2,2.0,483.9
2023-12-17,Sunday,Dinner,True,100,1680.08,4,6.0,1485.54
2023-12-18,Monday,Lunch,False,46,908.12,2,2.0,418.56
2023-12-18,Monday,Dinner,False,83,1469.83,4,4.0,1255.69
2023-12-19,Tuesday,Lunch,False,46,744.03,2,2.0,418.56
2023-12-19,Tuesday,Dinner,False,94,1810.84,4,5.0,1370.62
2023-12-20,Wednesday,Lunch,False,57,997.58,2,3.0,495.18
2023-12-20,Wednesday,Dinner,False,87,1472.04,4,5.0,1370.62
2023-12-21,Thursday,Lunch,False,54,1154.95,2,2.0,418.56
2023-12-21,Thursday,Dinner,False,137,3088.08,5,6.0,1635.54
2023-12-22,Friday,Lunch,False,90,1750.52,4,4.0,771.79
2023-12-22,Friday,Dinner,True,123,2422.47,5,6.0,1635.54
2023-12-23,Saturday,Lunch,True,60,952.66,2,3.0,560.51
2023-12-23,Saturday,Dinner,True,104,2014.74,5,6.0,1635.54
2023-12-24,Sunday,Lunch,True,64,1206.54,3,3.0,660.51
2023-12-24,Sunday,Dinner,True,216,3866.07,5,8.0,1865.38
2023-12-25,Monday,Lunch,False,51,1059.85,2,2.0,418.56
2023-12-25,Monday,Dinner,False,126,2412.96,5,6.0,1635.54
2023-12-26,Tuesday,Lunch,False,54,1113.46,2,2.0,418.56
2023-12-26,Tuesday,Dinner,False,110,2112.5,5,5.0,1520.62
2023-12-27,Wednesday,Lunch,False,53,873.96,2,2.0,418.56
2023-12-27,Wednesday,Dinner,False,74,1133.08,4,4.0,1255.69
2023-12-28,Thursday,Lunch,False,73,1266.67,2,3.0,495.18
2023-12-28,Thursday,Dinner,False,125,2200.35,5,6.0,1635.54
2023-12-29,Friday,Lunch,False,43,819.39,2,2.0,418.56
2023-12-29,Friday,Dinner,False,137,3002.03,5,6.0,1635.54
2023-12-30,Saturday,Lunch,True,77,1185.7,4,3.0,760.51
2023-12-30,Saturday,Dinner,True,127,2384.22,5,7.0,1750.46
2023-12-31,Sunday,Lunch,True,132,2584.95,4,4.0,837.13
2023-12-31,Sunday,Dinner,True,181,3604.78,5,8.0,1865.38
2024-01-01,Monday,Lunch,False,24,508.37,1,1.0,241.95
2024-01-01,Monday,Dinner,False,64,1403.75,3,4.0,1105.69
2024-01-02,Tuesday,Lunch,False,30,,1,1.0,241.95
2024-01-02,Tuesday,Dinner,False,63,1037.95,3,4.0,1105.69
2024-01-03,Wednesday,Lunch,False,24,524.84,1,1.0,241.95
2024-01-03,Wednesday,Dinner,False,59,1311.8,3,4.0,1105.69
2024-01-04,Thursday,Lunch,False,38,623.7,1,2.0,318.56
2024-01-04,Thursday,Dinner,False,79,1419.09,4,4.0,1255.69
2024-01-05,Friday,Lunch,False,45,978.55,2,2.0,418.56
2024-01-05,Friday,Dinner,False,101,1822.35,4,5.0,1370.62
2024-01-06,Saturday,Lunch,True,49,883.18,2,2.0,483.9
2024-01-06,Saturday,Dinner,True,127,1870.21,5,7.0,1750.46
2024-01-07,Sunday,Lunch,True,39,610.85,1,2.0,383.9
2024-01-07,Sunday,Dinner,True,62,1161.56,3,5.0,1220.62
2024-01-08,Monday,Lunch,False,23,381.17,1,1.0,241.95
2024-01-08,Monday,Dinner,False,56,1039.38,3,4.0,1105.69
2024-01-09,Tuesday,Lunch,False,25,657.98,1,1.0,241.95
2024-01-09,Tuesday,Dinner,False,50,836.77,3,3.0,990.77
2024-01-10,Wednesday,Lunch,False,33,492.49,1,2.0,318.56
2024-01-10,Wednesday,Dinner,False,44,1060.85,3,3.0,990.77
2024-01-11,Thursday,Lunch,False,49,1017.72,2,2.0,418.56
2024-01-11,Thursday,Dinner,False,73,1295.62,4,4.0,1255.69
2024-01-12,Friday,Lunch,False,40,672.1,1,2.0,318.56
2024-01-12,Friday,Dinner,False,84,1871.56,4,4.0,1255.69
2024-01-13,Saturday,Lunch,True,49,1035.45,2,2.0,483.9
2024-01-13,Saturday,Dinner,True,89,1474.17,4,6.0,1485.54
2024-01-14,Sunday,Lunch,True,34,584.73,1,2.0,383.9
2024-01-14,Sunday,Dinner,True,54,1105.1,3,4.0,1105.69
2024-01-15,Monday,Lunch,False,21,479.89,1,1.0,241.95
2024-01-15,Monday,Dinner,False,38,767.5,3,3.0,990.77
2024-01-16,Tuesday,Lunch,False,33,736.71,1,2.0,318.56
2024-01-16,Tuesday,Dinner,False,43,853.3,3,3.0,990.77
2024-01-17,Wednesday,Lunch,False,30,550.03,1,1.0,241.95
2024-01-17,Wednesday,Dinner,False,51,1161.74,3,3.0,990.77
2024-01-18,Thursday,Lunch,False,25,582.05,1,1.0,241.95
2024-01-18,Thursday,Dinner,False,37,678.64,3,3.0,990.77
2024-01-19,Friday,Lunch,False,52,839.53,2,2.0,418.56
2024-01-19,Friday,Dinner,False,84,1310.9,4,4.0,1255.69
2024-01-20,Saturday,Lunch,True,66,1217.47,2,3.0,560.51
2024-01-20,Saturday,Dinner,True,119,2196.45,5,7.0,1750.46
2024-01-21,Sunday,Lunch,True,35,637.08,1,2.0,383.9
2024-01-21,Sunday,Dinner,True,88,1634.07,4,6.0,1485.54
2024-01-22,Monday,Lunch,False,21,418.17,1,1.0,241.95
2024-01-22,Monday,Dinner,False,42,538.15,3,3.0,990.77
